OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Return_to_owner,Unknown,Dog,Neutered Male,730,Pit Bull,Brown/Black,5475,3,Large
Adoption,Unknown,Cat,Spayed Female,120,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,German Shepherd,Cream/Black,4380,5,Medium to Large
Transfer,Partner,Cat,Unknown,21,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,30,Border Collie,Black/Brown,5475,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,30,Australian Cattle Dog,White/Tan,5475,3,Medium
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,SCRP,Cat,Intact Female,365,Domestic Shorthair,Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1095,Chihuahua Shorthair,Tan,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,60,Dachshund,Tan/White,5110,5,Small
Transfer,Partner,Dog,Neutered Male,365,Chihuahua Shorthair,Tan/White,6570,5,Small
Adoption,Unknown,Dog,Neutered Male,60,Black Mouth Cur,Brown/Black,5840,4,Medium to Large
Adoption,Unknown,Cat,Spayed Female,30,Domestic Longhair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,60,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Dog,Intact Male,730,Chihuahua Shorthair,White,6570,5,Small
Adoption,Unknown,Dog,Neutered Male,1825,Dutch Shepherd,Brown Brindle,4745,,Large
Transfer,Partner,Cat,Unknown,28,Domestic Shorthair,Orange Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,Collie Smooth,Black/White,5475,4,Large
Adoption,Foster,Dog,Neutered Male,1460,Australian Cattle Dog,White/Black,5475,3,Medium
Transfer,Partner,Dog,Neutered Male,1095,Miniature Poodle,Black/White,4745,5,Small
Euthanasia,Rabies Risk,Cat,Intact Male,21,Domestic Shorthair,Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Australian Cattle Dog,White/Black,5475,3,Medium
Transfer,Partner,Dog,Neutered Male,150,Beagle,White/Tan,5475,5,Small
Adoption,Unknown,Dog,Neutered Male,730,Miniature Poodle,White,4745,5,Small
Transfer,Partner,Cat,Intact Male,730,Domestic Shorthair,Blue Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Labrador Retriever,Black/White,4745,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,60,Labrador Retriever,Buff,4745,5,Medium
Transfer,SCRP,Cat,Intact Male,120,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Unknown,21,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,90,Domestic Medium Hair,Torbie,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Australian Cattle Dog,White/Red,5475,3,Medium
Transfer,SCRP,Cat,Intact Female,365,Domestic Medium Hair,Brown Tabby/White,6205,5,Medium
Adoption,Foster,Dog,Neutered Male,1460,Chihuahua Shorthair,Brown/White,6570,5,Small
Return_to_owner,Unknown,Dog,Neutered Male,365,Pekingese,Red/Black,5475,5,Small
Return_to_owner,Unknown,Dog,Spayed Female,2555,Pit Bull,Brown Brindle/White,5475,3,Large
Adoption,Unknown,Cat,Neutered Male,365,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Chihuahua Shorthair,White/Black,6570,5,Small
Transfer,Partner,Dog,Intact Female,1095,Labrador Retriever,Yellow/White,4745,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,Podengo Pequeno,Chocolate/White,5110,3,Small
Adoption,Unknown,Cat,Spayed Female,60,Domestic Medium Hair,Blue Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,150,Catahoula,Brown Brindle,5110,3,Large
Adoption,Unknown,Dog,Spayed Female,150,Chihuahua Shorthair,Brown,6570,5,Small
Adoption,Unknown,Dog,Neutered Male,365,Catahoula,Brown Brindle/White,5110,3,Large
Adoption,Unknown,Dog,Spayed Female,150,Pit Bull,Black/White,5475,3,Large
Adoption,Unknown,Dog,Spayed Female,210,Labrador Retriever,Black/White,4745,5,Medium
Euthanasia,Suffering,Cat,Intact Male,21,Domestic Shorthair,Black,6205,5,Medium
Return_to_owner,Unknown,Cat,Neutered Male,365,Siamese,Lynx Point,5475,5,Medium
Transfer,Partner,Cat,Intact Male,28,Domestic Shorthair,Cream Tabby,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,365,Chihuahua Shorthair,Tan/White,6570,5,Small
Adoption,Unknown,Cat,Neutered Male,120,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Dog,Intact Male,14,Yorkshire Terrier,Tricolor,5840,5,Small
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Blue Tabby,6205,5,Medium
Euthanasia,Rabies Risk,Cat,Intact Male,1825,Domestic Longhair,Blue/White,6205,5,Medium
Transfer,SCRP,Cat,Intact Female,210,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,SCRP,Cat,Intact Female,2190,Domestic Shorthair,Calico,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,30,German Shepherd,Tan,4380,5,Medium to Large
Return_to_owner,Unknown,Dog,Neutered Male,1095,Siberian Husky,Black/White,5110,5,Medium
Adoption,Unknown,Cat,Neutered Male,1460,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Cat,Neutered Male,365,Domestic Shorthair,Brown Tabby,6205,5,Medium
Transfer,SCRP,Cat,Spayed Female,730,Domestic Shorthair,Blue Tabby,6205,5,Medium
Adoption,Offsite,Dog,Spayed Female,60,Cairn Terrier,Tan,5475,3,Small
Transfer,Partner,Dog,Neutered Male,365,Australian Cattle Dog,White/Red,5475,3,Medium
Transfer,Partner,Cat,Intact Male,7,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Dog,Intact Female,1095,German Shepherd,Brown/Black,4380,5,Medium to Large
Adoption,Unknown,Cat,Neutered Male,30,Domestic Shorthair,Blue/White,6205,5,Medium
Euthanasia,Aggressive,Dog,Intact Male,1825,Pit Bull,Brown Brindle/White,5475,3,Large
Transfer,Partner,Dog,Intact Female,120,Pit Bull,Blue/White,5475,3,Large
Return_to_owner,Unknown,Dog,Neutered Male,1460,Jack Russell Terrier,White/Brown,5840,5,Small
Adoption,Unknown,Dog,Neutered Male,365,Labrador Retriever,Brown,4745,5,Medium
Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Chihuahua Shorthair,White/Black,6570,5,Small
Transfer,Partner,Dog,Spayed Female,2920,Chihuahua Longhair,White/Brown,6570,5,Small
Transfer,Partner,Cat,Intact Female,365,Domestic Shorthair,Blue Tabby,6205,5,Medium
Transfer,Partner,Cat,Unknown,14,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,1460,Pit Bull,Blue/White,5475,3,Large
Adoption,Unknown,Dog,Neutered Male,30,Miniature Pinscher,Black/Tan,5475,5,Small
Died,Enroute,Cat,Neutered Male,730,Domestic Longhair,Black/White,6205,5,Medium
Transfer,SCRP,Cat,Intact Female,Unknown,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Pit Bull,Blue/White,5475,3,Large
Return_to_owner,Unknown,Dog,Spayed Female,1095,Labrador Retriever,Yellow,4745,5,Medium
Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Intact Male,30,Siamese,Lynx Point,5475,5,Medium
Euthanasia,Aggressive,Dog,Neutered Male,1825,Pit Bull,Brown Brindle/White,5475,3,Large
Adoption,Unknown,Cat,Spayed Female,365,Maine Coon,Brown Tabby,5475,5,Largest
Euthanasia,Behavior,Dog,Neutered Male,1460,Pit Bull,Blue/White,5475,3,Large
Adoption,Foster,Cat,Spayed Female,3285,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,Australian Cattle Dog,Black/White,5475,3,Medium
Transfer,Partner,Dog,Spayed Female,365,Rottweiler,Black/Brown,365,3,Medium to Large
Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair,Blue,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,1460,Labrador Retriever,Tan,4745,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1095,Anatol Shepherd,Tan/White,5110,2,Large
Transfer,Partner,Dog,Spayed Female,180,Dachshund,Brown/White,5110,5,Small
Transfer,Partner,Dog,Intact Female,60,Pit Bull,Tan,5475,3,Large
Return_to_owner,Unknown,Dog,Intact Male,365,Yorkshire Terrier,Brown/Black,5840,5,Small
Return_to_owner,Unknown,Dog,Neutered Male,3285,Miniature Pinscher,Black/Tan,5475,5,Small
Adoption,Unknown,Dog,Spayed Female,30,Miniature Poodle,White,4745,5,Small
Euthanasia,Suffering,Cat,Intact Female,365,Siamese,White,5475,5,Medium
Return_to_owner,Unknown,Cat,Neutered Male,1825,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,365,Standard Schnauzer,Gray,5475,3,Medium
Adoption,Unknown,Cat,Spayed Female,60,Manx,Brown Tabby,5110,5,Medium to Large
Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair,Blue Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Labrador Retriever,White/Red,4745,5,Medium
Transfer,SCRP,Cat,Unknown,150,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Died,In Foster,Cat,Intact Male,28,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Cat,Spayed Female,2190,Maine Coon,Brown Tabby,5475,5,Largest
Return_to_owner,Unknown,Dog,Neutered Male,730,Rottweiler,Black/Brown,365,3,Medium to Large
Transfer,Partner,Cat,Unknown,14,Domestic Shorthair,White/Black,6205,5,Medium
Transfer,Partner,Dog,Intact Male,60,Labrador Retriever,Black/White,4745,5,Medium
Euthanasia,Suffering,Dog,Intact Female,730,Pit Bull,Brown/White,5475,3,Large
Transfer,Partner,Dog,Neutered Male,365,Chihuahua Shorthair,White/Brown,6570,5,Small
Euthanasia,Suffering,Cat,Neutered Male,2190,Domestic Shorthair,Brown Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Intact Male,2920,Labrador Retriever,Yellow,4745,5,Medium
Transfer,Partner,Cat,Unknown,14,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,730,Dalmatian,White/Black,5110,5,Large
Return_to_owner,Unknown,Dog,Spayed Female,1095,Jack Russell Terrier,Red Merle/White,5840,5,Small
Transfer,Partner,Cat,Intact Female,30,Domestic Shorthair,Black,6205,5,Medium
Adoption,Foster,Dog,Spayed Female,60,Labrador Retriever,Black/White,4745,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,Border Collie,White/Brown,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,American Foxhound,Tricolor,4380,5,Large
Adoption,Unknown,Dog,Neutered Male,730,Catahoula,White/Brown,5110,3,Large
Adoption,Unknown,Dog,Spayed Female,90,Maltese,White/Tan,6570,5,Small
Transfer,Partner,Cat,Spayed Female,1460,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,365,Domestic Shorthair,Blue Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,30,Australian Cattle Dog,Tricolor,5475,3,Medium
Return_to_owner,Unknown,Dog,Neutered Male,1825,Chihuahua Shorthair,Black,6570,5,Small
Transfer,SCRP,Cat,Intact Female,730,Domestic Medium Hair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Spayed Female,730,Domestic Medium Hair,Brown Tabby,6205,5,Medium
Adoption,Foster,Cat,Spayed Female,90,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,30,Domestic Shorthair,Blue Tabby/White,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Female,730,Domestic Shorthair,White,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,2920,Chihuahua Shorthair,Gold,6570,5,Small
Transfer,Partner,Dog,Neutered Male,730,Chihuahua Longhair,Brown/White,6570,5,Small
Adoption,Unknown,Cat,Spayed Female,90,Domestic Shorthair,Orange Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Miniature Schnauzer,Gray,5475,5,Small
Transfer,Partner,Cat,Unknown,42,Domestic Shorthair,White/Brown Tabby,6205,5,Medium
Transfer,Partner,Cat,Intact Male,21,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,SCRP,Cat,Unknown,365,Domestic Shorthair,Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,1095,Chihuahua Shorthair,Black/Tan,6570,5,Small
Return_to_owner,Unknown,Dog,Spayed Female,1460,Pit Bull,Brown/White,5475,3,Large
Adoption,Foster,Cat,Spayed Female,90,Balinese,Lynx Point,5475,5,Medium
Transfer,Partner,Cat,Intact Female,14,Domestic Shorthair,Calico,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,270,Miniature Schnauzer,Gray/White,5475,5,Small
Transfer,SCRP,Cat,Intact Male,240,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,240,Dachshund,Tan/White,5110,5,Small
Adoption,Unknown,Dog,Spayed Female,730,Australian Cattle Dog,Blue Merle,5475,3,Medium
Transfer,SCRP,Cat,Intact Male,180,Domestic Shorthair,White/Black,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,Dachshund,Brown,5110,5,Small
Transfer,Partner,Dog,Intact Male,365,Chihuahua Shorthair,Tan/Black,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,60,Chihuahua Shorthair,Brown/White,6570,5,Small
Transfer,Partner,Dog,Intact Female,1095,Chihuahua Longhair,White/Black,6570,5,Small
Transfer,SCRP,Cat,Spayed Female,365,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Intact Female,150,Labrador Retriever,Black/White,4745,5,Medium
Adoption,Unknown,Dog,Spayed Female,120,Chihuahua Shorthair,Tan,6570,5,Small
Adoption,Unknown,Cat,Spayed Female,730,Domestic Shorthair,Calico/Tricolor,6205,5,Medium
Transfer,Partner,Cat,Intact Male,30,Domestic Shorthair,White/Blue,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,730,Labrador Retriever,Brown,4745,5,Medium
Adoption,Foster,Cat,Neutered Male,2190,Maine Coon,Orange Tabby/White,5475,5,Largest
Return_to_owner,Unknown,Dog,Neutered Male,2920,Labrador Retriever,Brown,4745,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,365,Cairn Terrier,Tan,5475,3,Small
Return_to_owner,Unknown,Dog,Neutered Male,2920,Basset Hound,Tricolor,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,Black Mouth Cur,Brown/White,5840,4,Medium to Large
Adoption,Foster,Dog,Spayed Female,30,Australian Cattle Dog,White/Black,5475,3,Medium
Transfer,Partner,Dog,Intact Male,365,Bichon Frise,White,5475,5,Small
Transfer,SCRP,Cat,Intact Female,2190,Domestic Shorthair,Blue Tabby,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,365,Boxer,Black/White,4380,4,Medium
Transfer,Partner,Cat,Spayed Female,1460,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Cat,Intact Male,60,Domestic Shorthair,Brown Tabby,6205,5,Medium
Adoption,Foster,Dog,Spayed Female,1460,Podengo Pequeno,Black,5110,3,Small
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,Australian Shepherd,Tricolor,5475,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,2555,Golden Retriever,Red,4745,5,Medium to Large
Transfer,SCRP,Cat,Neutered Male,365,Domestic Shorthair,Black,6205,5,Medium
Euthanasia,Suffering,Dog,Intact Male,730,Chihuahua Shorthair,Black/Black,6570,5,Small
Transfer,Partner,Dog,Neutered Male,90,Pit Bull,Brown Brindle,5475,3,Large
Euthanasia,Aggressive,Dog,Intact Male,365,Pit Bull,White/Blue Cream,5475,3,Large
Adoption,Unknown,Cat,Spayed Female,60,Domestic Shorthair,Tortie,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,1460,Beagle,Tan/White,5475,5,Small
Transfer,Partner,Cat,Spayed Female,730,Domestic Shorthair,Torbie,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,Australian Kelpie,Red/White,5110,5,Large
Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair,Orange Tabby,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,2920,Chihuahua Shorthair,Red,6570,5,Small
Return_to_owner,Unknown,Cat,Spayed Female,730,Domestic Shorthair,Torbie/White,6205,5,Medium
Euthanasia,Rabies Risk,Cat,Neutered Male,1095,Domestic Shorthair,Orange Tabby/White,6205,5,Medium
Transfer,Partner,Dog,Intact Female,30,Labrador Retriever,Yellow,4745,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,730,Pit Bull,Chocolate/White,5475,3,Large
Euthanasia,Suffering,Dog,Intact Male,Unknown,Toy Poodle,White,5475,4,Small
Transfer,Partner,Dog,Unknown,90,Border Collie,White/Brown,5475,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,Labrador Retriever,Black,4745,5,Medium
Adoption,Unknown,Dog,Spayed Female,1460,Chihuahua Shorthair,Tricolor,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,365,Pit Bull,Brown,5475,3,Large
Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Dog,Intact Female,30,Chihuahua Shorthair,Fawn/White,6570,5,Small
Transfer,Partner,Dog,Intact Female,365,Chihuahua Shorthair,White/Tan,6570,5,Small
Adoption,Unknown,Cat,Neutered Male,210,Domestic Longhair,Orange Tabby,6205,5,Medium
Transfer,Partner,Dog,Unknown,365,Chihuahua Shorthair,Brown,6570,5,Small
Adoption,Unknown,Dog,Spayed Female,365,Miniature Pinscher,Black/Tan,5475,5,Small
Adoption,Unknown,Cat,Spayed Female,60,Domestic Medium Hair,Tortie,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,730,German Shepherd,Brown,4380,5,Medium to Large
Return_to_owner,Unknown,Cat,Spayed Female,150,Domestic Shorthair,White/Blue,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,60,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Cat,Spayed Female,60,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Cat,Intact Male,14,Domestic Shorthair,Blue,6205,5,Medium
Euthanasia,Suffering,Cat,Intact Female,365,Domestic Shorthair,Black,6205,5,Medium
Transfer,Partner,Dog,Spayed Female,365,Miniature Schnauzer,Gray,5475,5,Small
Return_to_owner,Unknown,Dog,Spayed Female,365,Pit Bull,Blue/White,5475,3,Large
Adoption,Unknown,Dog,Neutered Male,730,Dachshund Wirehair,Tricolor,5110,5,Small
Adoption,Unknown,Dog,Neutered Male,365,German Shepherd,White/Black,4380,5,Medium to Large
Adoption,Unknown,Dog,Neutered Male,365,Siberian Husky,Red/White,5110,5,Medium
Euthanasia,Suffering,Cat,Neutered Male,1460,Domestic Shorthair,Orange Tabby,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,365,Australian Cattle Dog,Brown/White,5475,3,Medium
Adoption,Foster,Dog,Spayed Female,1095,Pit Bull,Tan/White,5475,3,Large
Adoption,Foster,Dog,Spayed Female,365,Chihuahua Shorthair,Black,6570,5,Small
Adoption,Unknown,Cat,Spayed Female,120,Domestic Shorthair,Calico,6205,5,Medium
Adoption,Unknown,Dog,Spayed Female,90,Labrador Retriever,Brown Brindle/White,4745,5,Medium
Adoption,Unknown,Dog,Neutered Male,120,Dachshund,Brown,5110,5,Small
Euthanasia,Aggressive,Dog,Spayed Female,1095,Dalmatian,White/Black,5110,5,Large
Adoption,Unknown,Dog,Intact Male,2920,Chihuahua Shorthair,Brown/Gray,6570,5,Small
Transfer,Partner,Cat,Neutered Male,365,Domestic Shorthair,Black,6205,5,Medium
Adoption,Unknown,Cat,Neutered Male,3285,Domestic Medium Hair,Orange Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Spayed Female,2190,Pug,Black,5475,5,Small
Adoption,Unknown,Dog,Neutered Male,60,Labrador Retriever,Black,4745,5,Medium
Transfer,Partner,Dog,Neutered Male,730,Labrador Retriever,Black/White,4745,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,2190,Chihuahua Shorthair,Tan,6570,5,Small
Adoption,Unknown,Dog,Neutered Male,1460,Miniature Poodle,White,4745,5,Small
Adoption,Unknown,Dog,Spayed Female,60,German Shepherd,Black/Brown,4380,5,Medium to Large
Transfer,Partner,Dog,Intact Female,90,Pit Bull,Black/White,5475,3,Large
Return_to_owner,Unknown,Cat,Neutered Male,365,Domestic Shorthair,Blue/White,6205,5,Medium
Adoption,Foster,Cat,Neutered Male,60,Domestic Shorthair,Orange Tabby,6205,5,Medium
Euthanasia,Suffering,Dog,Intact Male,365,Pit Bull,Black,5475,3,Large
Adoption,Unknown,Dog,Spayed Female,730,Pit Bull,Blue,5475,3,Large
Transfer,Partner,Dog,Neutered Male,150,Rat Terrier,White/Black,6570,5,Small
Transfer,Partner,Dog,Neutered Male,365,Chihuahua Shorthair,Black/White,6570,5,Small
Adoption,Foster,Dog,Neutered Male,30,Beagle,Tan/White,5475,5,Small
Return_to_owner,Unknown,Dog,Spayed Female,730,Pomeranian,Red/White,5475,5,Small
Transfer,Partner,Dog,Intact Male,30,German Shepherd,Tricolor,4380,5,Medium to Large
Transfer,Partner,Cat,Spayed Female,30,Domestic Shorthair,Tortie,6205,5,Medium
Adoption,Foster,Cat,Spayed Female,730,Domestic Shorthair,Black/White,6205,5,Medium
Adoption,Foster,Dog,Spayed Female,730,English Coonhound,Red/White,4380,4,Large
Adoption,Unknown,Dog,Neutered Male,1460,Labrador Retriever,Yellow,4745,5,Medium
Transfer,Partner,Dog,Neutered Male,30,Maltese,White,6570,5,Small
Transfer,Partner,Cat,Unknown,21,Domestic Shorthair,Black/White,6205,5,Medium
Transfer,Partner,Cat,Spayed Female,120,Domestic Shorthair,Black,6205,5,Medium
Transfer,SCRP,Cat,Intact Male,365,Domestic Shorthair,Orange Tabby,6205,5,Medium
Return_to_owner,Unknown,Dog,Neutered Male,365,Great Pyrenees,White,4380,4,Giant
Adoption,Unknown,Dog,Spayed Female,120,Boxer,Brown/White,4380,4,Medium
Euthanasia,Suffering,Cat,Spayed Female,1825,Domestic Longhair,Black,6205,5,Medium
Adoption,Unknown,Dog,Neutered Male,60,Labrador Retriever,Black,4745,5,Medium
Transfer,SCRP,Cat,Intact Female,1095,Domestic Medium Hair,Blue Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Intact Female,30,Snowshoe,Blue Point/White,6935,5,Medium
Adoption,Unknown,Cat,Spayed Female,60,Domestic Medium Hair,Blue Tabby/White,6205,5,Medium
Transfer,Partner,Cat,Spayed Female,60,Domestic Shorthair,Brown Tabby/White,6205,5,Medium
