OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Return_to_owner,Dog,Neutered Male,60.833333333333336,Boxer,White/Black,146.0,4,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Chihuahua Shorthair,White/Tan,219.0,5,Small
Adoption,Cat,Neutered Male,4.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Cairn Terrier,Cream,182.5,3,Small
Return_to_owner,Dog,Spayed Female,12.166666666666666,Cairn Terrier,Tan,182.5,3,Small
Transfer,Cat,Intact Male,5.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Great Pyrenees,White,146.0,4,Giant
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,White/Brown,219.0,5,Small
Adoption,Dog,Spayed Female,2.0,Cocker Spaniel,White/Brown,170.33333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Brown,219.0,5,Small
Transfer,Cat,Intact Female,3.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Bull Terrier,White,146.0,4,Medium
Transfer,Dog,Intact Female,2.0,Australian Cattle Dog,Red Merle,182.5,3,Medium
Return_to_owner,Dog,Spayed Female,6.0,Labrador Retriever,Brown/White,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,8.0,Chihuahua Shorthair,Buff,219.0,5,Small
Transfer,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Fawn/White,219.0,5,Small
Return_to_owner,Dog,Spayed Female,36.5,Chihuahua Shorthair,Chocolate/Tan,219.0,5,Small
Adoption,Dog,Neutered Male,5.0,Redbone Coonhound,Red,170.33333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Labrador Retriever,Brown/White,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,2.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,6.0,Maltese,Black,219.0,5,Small
Transfer,Cat,Neutered Male,3.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,12.166666666666666,Chihuahua Shorthair,Black,219.0,5,Small
Adoption,Dog,Neutered Male,12.166666666666666,Dachshund,Red,170.33333333333334,5,Small
Adoption,Cat,Spayed Female,1.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Labrador Retriever,White,158.16666666666666,5,Medium
Transfer,Dog,Neutered Male,2.0,Pointer,White/Tan,182.5,5,Medium
Transfer,Cat,Intact Female,24.333333333333332,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,2.0,Australian Cattle Dog,Tan/White,182.5,3,Medium
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Medium Hair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,German Shepherd,Tan/Black,146.0,5,Medium to Large
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,1.0,Domestic Medium Hair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Norwich Terrier,Buff,182.5,5,Small
Adoption,Dog,Neutered Male,12.166666666666666,Redbone Coonhound,Tan/White,170.33333333333334,5,Medium
Adoption,Cat,Spayed Female,4.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,85.16666666666667,Great Pyrenees,White,146.0,4,Giant
Adoption,Dog,Intact Female,12.166666666666666,Miniature Poodle,White,158.16666666666666,5,Small
Return_to_owner,Dog,Intact Female,48.666666666666664,Beagle,Orange/White,182.5,5,Small
Adoption,Cat,Spayed Female,109.5,British Shorthair,Orange Tabby/White,206.83333333333334,5,Large to Giant
Return_to_owner,Dog,Spayed Female,60.833333333333336,Bichon Frise,White,182.5,5,Small
Adoption,Dog,Neutered Male,1.0,Catahoula,Tan/White,170.33333333333334,3,Large
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,1.0,Labrador Retriever,Tan,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,6.0,Golden Retriever,Tan/White,158.16666666666666,5,Medium to Large
Return_to_owner,Cat,Neutered Male,85.16666666666667,Domestic Longhair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,12.166666666666666,Pit Bull,Blue/White,182.5,3,Large
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,48.666666666666664,Akita,Brown Brindle/White,146.0,5,Large
Return_to_owner,Dog,Neutered Male,12.166666666666666,Miniature Schnauzer,Gray,182.5,5,Small
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,3.0,Soft Coated Wheaten Terrier,Tan,182.5,5,Medium
Transfer,Dog,Intact Female,3.0,Pit Bull,White/Brown,182.5,3,Large
Adoption,Dog,Intact Female,97.33333333333333,Beagle,Black/Tan,182.5,5,Small
Transfer,Cat,Spayed Female,24.333333333333332,Domestic Medium Hair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,1.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Longhair,Calico,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Pomeranian,Brown,182.5,5,Small
Return_to_owner,Dog,Spayed Female,12.166666666666666,Labrador Retriever,Chocolate,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,2.0,Labrador Retriever,Brown/White,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Longhair,Brown/White,219.0,5,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,2.0,Siamese,Seal Point/White,182.5,5,Medium
Return_to_owner,Dog,Intact Male,24.333333333333332,Unknown,Brown,,,
Adoption,Dog,Spayed Female,9.0,Pit Bull,Black Brindle/White,182.5,3,Large
Euthanasia,Cat,Intact Female,8.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,German Shepherd,Brown,146.0,5,Medium to Large
Return_to_owner,Dog,Intact Female,24.333333333333332,Chihuahua Shorthair,White/Brown,219.0,5,Small
Return_to_owner,Cat,Spayed Female,97.33333333333333,Domestic Medium Hair,White/Blue,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue Smoke,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,60.833333333333336,Vizsla,Red/White,170.33333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Anatol Shepherd,Cream,170.33333333333334,2,Large
Transfer,Cat,Spayed Female,1.0,Domestic Medium Hair,Blue Tabby,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,0.06666666666666667,Labrador Retriever,Brown,158.16666666666666,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Whippet,Black/White,182.5,5,Medium
Transfer,Dog,Spayed Female,60.833333333333336,Chihuahua Longhair,Tricolor,219.0,5,Small
Euthanasia,Cat,Intact Male,48.666666666666664,Domestic Longhair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,American Staffordshire Terrier,Brown/White,170.33333333333334,3,Medium
Return_to_owner,Dog,Intact Female,12.166666666666666,Siberian Husky,White,170.33333333333334,5,Medium
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Dog,Intact Female,24.333333333333332,Beagle,Black/White,182.5,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Chocolate/Brown Brindle,219.0,5,Small
Transfer,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Female,85.16666666666667,Dachshund,White/Brown,170.33333333333334,5,Small
Transfer,Cat,Intact Female,5.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,12.166666666666666,Staffordshire,Blue/White,170.33333333333334,3,Medium
Transfer,Dog,Spayed Female,8.0,Pit Bull,Tan/White,182.5,3,Large
Died,Cat,Intact Female,3.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Labrador Retriever,Tan,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,60.833333333333336,Chihuahua Shorthair,Sable/Brown,219.0,5,Small
Adoption,Cat,Spayed Female,60.833333333333336,Domestic Medium Hair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,1.0,Jack Russell Terrier,White/Brown Tabby,194.66666666666666,5,Small
Adoption,Dog,Spayed Female,36.5,Chihuahua Shorthair,Brown,219.0,5,Small
Adoption,Dog,Neutered Male,2.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Chihuahua Shorthair,Brown,219.0,5,Small
Transfer,Cat,Neutered Male,109.5,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,60.833333333333336,Chihuahua Shorthair,Tan/Black,219.0,5,Small
Transfer,Cat,Intact Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,2.0,German Shepherd,White,146.0,5,Medium to Large
Transfer,Dog,Neutered Male,24.333333333333332,Chihuahua Longhair,Tan,219.0,5,Small
Transfer,Cat,Intact Male,1.0,Domestic Medium Hair,Black,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,German Shepherd,Black,146.0,5,Medium to Large
Adoption,Dog,Spayed Female,2.0,Border Collie,Black/White,182.5,5,Medium
Return_to_owner,Dog,Spayed Female,73.0,Pit Bull,Black Brindle/Black,182.5,3,Large
Transfer,Cat,Spayed Female,36.5,Siamese,Lilac Point,182.5,5,Medium
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,12.166666666666666,Chihuahua Shorthair,Brown/Tan,219.0,5,Small
Transfer,Cat,Intact Male,24.333333333333332,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Siberian Husky,Black/White,170.33333333333334,5,Medium
Transfer,Cat,Intact Female,4.0,Domestic Medium Hair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Cat,Neutered Male,36.5,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,48.666666666666664,Miniature Poodle,Gray,158.16666666666666,5,Small
Adoption,Cat,Neutered Male,2.0,Domestic Longhair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,4.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,1.0,Dachshund,Black/Brown,170.33333333333334,5,Small
Transfer,Cat,Intact Female,4.0,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,12.166666666666666,Dachshund,Red,170.33333333333334,5,Small
Return_to_owner,Dog,Spayed Female,36.5,West Highland,White,194.66666666666666,4,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,24.333333333333332,Miniature Poodle,Apricot,158.16666666666666,5,Small
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,48.666666666666664,Dachshund Longhair,Red,170.33333333333334,5,Small
Return_to_owner,Dog,Spayed Female,3.0,Yorkshire Terrier,Tan/Cream,194.66666666666666,5,Small
Adoption,Dog,Spayed Female,4.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Torbie/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,4.0,Chihuahua Shorthair,Black/White,219.0,5,Small
Adoption,Dog,Neutered Male,2.0,Anatol Shepherd,Red/White,170.33333333333334,2,Large
Adoption,Cat,Neutered Male,97.33333333333333,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,1.0,Miniature Schnauzer,Black/White,182.5,5,Small
Transfer,Dog,Intact Male,3.0,Labrador Retriever,Brown/White,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,60.833333333333336,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Dog,Neutered Male,2.0,German Shepherd,Brown,146.0,5,Medium to Large
Adoption,Dog,Spayed Female,24.333333333333332,Australian Shepherd,Tan,182.5,5,Medium
Transfer,Dog,Spayed Female,12.166666666666666,Pit Bull,Tan/White,182.5,3,Large
Transfer,Cat,Intact Female,0.1,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,48.666666666666664,Dachshund,Chocolate,170.33333333333334,5,Small
Adoption,Dog,Spayed Female,36.5,Chihuahua Shorthair,Brown,219.0,5,Small
Transfer,Cat,Intact Female,6.0,Domestic Medium Hair,Blue Tabby,206.83333333333334,5,Medium
Return_to_owner,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Black Tabby/Orange,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,85.16666666666667,Border Collie,Black/White,182.5,5,Medium
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,2.0,Anatol Shepherd,Buff/White,170.33333333333334,2,Large
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Australian Cattle Dog,Blue Tick,182.5,3,Medium
Transfer,Dog,Intact Male,4.0,Australian Kelpie,Brown Brindle,170.33333333333334,5,Large
Adoption,Dog,Neutered Male,12.166666666666666,Basenji,Tan/White,146.0,2,Medium
Adoption,Dog,Neutered Male,48.666666666666664,Border Collie,Black/White,182.5,5,Medium
Transfer,Cat,Intact Male,0.7,Domestic Medium Hair,Black/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,1.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,3.0,Chihuahua Shorthair,Brown,219.0,5,Small
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Labrador Retriever,Brown/White,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Chocolate/White,219.0,5,Small
Euthanasia,Dog,Neutered Male,97.33333333333333,Siberian Husky,Black/White,170.33333333333334,5,Medium
Transfer,Cat,Neutered Male,8.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Died,Cat,Intact Female,1.0,Domestic Medium Hair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Adoption,Cat,Intact Female,6.0,Domestic Medium Hair,Blue,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,3.0,Catahoula,White,170.33333333333334,3,Large
Adoption,Dog,Neutered Male,48.666666666666664,Pit Bull,Tricolor,182.5,3,Large
Adoption,Dog,Neutered Male,24.333333333333332,Dachshund,Red Tick/White,170.33333333333334,5,Small
Adoption,Dog,Spayed Female,12.166666666666666,Australian Kelpie,Tan,170.33333333333334,5,Large
Return_to_owner,Dog,Neutered Male,36.5,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Cat,Spayed Female,4.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Euthanasia,Dog,Neutered Male,48.666666666666664,Chihuahua Longhair,Tan/White,219.0,5,Small
Euthanasia,Dog,Spayed Female,24.333333333333332,Pit Bull,Black/White,182.5,3,Large
Transfer,Dog,Neutered Male,12.166666666666666,Pug,Tan/White,182.5,5,Small
Transfer,Dog,Intact Male,3.0,Dachshund Wirehair,Tricolor,170.33333333333334,5,Small
Adoption,Cat,Neutered Male,3.0,Domestic Medium Hair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Pit Bull,Blue Tiger/White,182.5,3,Large
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Tan/White,219.0,5,Small
Transfer,Cat,Spayed Female,2.0,Domestic Medium Hair,Blue Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Border Terrier,Tan,182.5,5,Small
Return_to_owner,Dog,Spayed Female,60.833333333333336,Miniature Poodle,Apricot/Brown,158.16666666666666,5,Small
Return_to_owner,Dog,Spayed Female,73.0,Pit Bull,Brown/White,182.5,3,Large
Return_to_owner,Dog,Intact Male,1.0,Black,Black/Tan,133.83333333333334,3,Large to Giant
Transfer,Dog,Neutered Male,12.166666666666666,Dachshund,Tan,170.33333333333334,5,Small
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Black/Brown,219.0,5,Small
Transfer,Cat,Intact Male,0.7,Domestic Longhair,Black/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,1.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Dog,Spayed Female,1.0,Boxer,Red/White,146.0,4,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Chocolate/Tan,219.0,5,Small
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,2.0,Beagle,Brown/Tan,182.5,5,Small
Return_to_owner,Dog,Neutered Male,36.5,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Euthanasia,Dog,Spayed Female,48.666666666666664,Australian Cattle Dog,White/Black,182.5,3,Medium
Transfer,Dog,Spayed Female,36.5,Pit Bull,Brown/White,182.5,3,Large
Transfer,Dog,Intact Male,1.0,Chihuahua Shorthair,Brown/White,219.0,5,Small
Transfer,Cat,Neutered Male,36.5,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Rottweiler,Black/Tan,12.166666666666666,3,Medium to Large
Adoption,Dog,Neutered Male,24.333333333333332,Border Terrier,White/Orange,182.5,5,Small
Adoption,Dog,Spayed Female,36.5,German Shepherd,Brown/Black,146.0,5,Medium to Large
Adoption,Dog,Spayed Female,7.0,Australian Cattle Dog,White/Red,182.5,3,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Beagle,White/Brown,182.5,5,Small
Adoption,Dog,Neutered Male,60.833333333333336,Boxer,Black/White,146.0,4,Medium
Transfer,Dog,Spayed Female,2.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,5.0,Border Terrier,Gray/White,182.5,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Miniature Schnauzer,Gray/White,182.5,5,Small
Adoption,Dog,Neutered Male,48.666666666666664,Maltese,White,219.0,5,Small
Adoption,Cat,Spayed Female,4.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Return_to_owner,Cat,Intact Female,48.666666666666664,Domestic Medium Hair,Torbie,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,36.5,Boston Terrier,Black/White,182.5,5,Small
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,24.333333333333332,Dachshund Wirehair,Gray/White,170.33333333333334,5,Small
Return_to_owner,Dog,Spayed Female,85.16666666666667,Australian Shepherd,Tricolor,182.5,5,Medium
Adoption,Dog,Spayed Female,85.16666666666667,Doberman Pinsch,Black/Tan,146.0,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Australian Cattle Dog,Brown/White,182.5,3,Medium
Transfer,Dog,Intact Male,4.0,German Shepherd,Tan/Black,146.0,5,Medium to Large
